id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
19154,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,A,F,G,H,F,B,AB,BT,G,AK,X,A,J,GC,0.490265,0.555782,0.54977,0.83324,0.422268,0.330096,0.337263,0.68308,0.40455,0.47779,0.464956,0.481306,0.318646,0.47136,3532.58
19156,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,A,A,C,B,D,D,A,A,A,B,H,C,D,C,E,C,D,T,F,C,A,A,G,G,G,K,E,BI,CL,I,J,AT,A,N,HN,0.324129,0.827585,0.692825,0.473202,0.551723,0.58992,0.737605,0.63475,0.427,0.59334,0.705501,0.692256,0.63026,0.386401,14257.55
19157,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,B,B,B,C,B,B,C,A,A,A,A,A,D,D,C,E,E,A,K,L,J,A,B,D,F,J,I,A,BI,CL,C,AH,BN,A,L,EA,0.181508,0.245921,0.944251,0.354893,0.794794,0.250739,0.275244,0.32843,0.24958,0.27777,0.377724,0.369858,0.30435,0.231667,6690.28
19159,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,C,C,B,B,B,A,A,A,B,A,D,D,D,E,A,A,P,I,A,A,A,H,F,G,E,B,BI,EG,E,AP,I,A,J,HX,0.576644,0.199504,0.230975,0.62377,0.543117,0.422768,0.430646,0.41182,0.43731,0.50556,0.453334,0.462286,0.301535,0.35464,680.6
19162,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,C,C,E,A,C,T,F,A,A,A,J,F,F,G,G,BI,CS,A,AS,L,N,O,LF,0.905798,0.555782,0.356819,0.713852,0.281143,0.844563,0.517666,0.97973,0.93383,0.8351,0.784967,0.772574,0.810511,0.73428,3181.5
19163,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,C,D,E,J,H,B,BI,EG,A,AH,BM,A,L,CK,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.234676,3516.9
19170,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,G,D,A,A,F,E,G,E,B,AB,EB,A,AP,X,A,J,GC,0.597726,0.488789,0.201309,0.83324,0.836443,0.389874,0.398557,0.53642,0.427,0.52221,0.291268,0.286079,0.287682,0.356847,890.5
19173,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,B,C,E,C,D,T,F,A,A,B,G,E,H,K,K,BI,EL,A,F,BM,A,R,HJ,0.390575,0.127059,0.26357,0.432728,0.602545,0.506527,0.493812,0.49462,0.36285,0.20496,0.388786,0.40609,0.648701,0.741884,1739.64
19177,A,B,A,B,B,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,E,A,D,L,J,A,B,D,E,J,F,A,BI,CS,E,AF,AE,A,J,CK,0.282512,0.555782,0.711159,0.412789,0.422268,0.211915,0.309522,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.216955,4926.36
19179,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,C,D,C,E,D,A,K,I,A,A,A,C,E,L,H,A,AB,EL,C,J,AF,C,L,CB,0.197534,0.422197,0.440642,0.215482,0.413817,0.157986,0.213597,0.25918,0.20815,0.17751,0.156452,0.155365,0.256038,0.390206,1118.06
19181,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,C,B,C,E,C,D,T,G,C,A,D,G,E,F,J,K,BI,CO,A,AF,AJ,A,O,HV,0.438385,0.488789,0.280933,0.364302,0.348388,0.704364,0.586624,0.34987,0.44767,0.53881,0.4922,0.481306,0.654753,0.219822,1724.78
19182,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,D,D,D,D,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,I,F,E,J,E,BI,CL,A,E,BO,F,O,KR,0.477231,0.785784,0.57136,0.327354,0.635304,0.791288,0.81115,0.4293,0.5126,0.61459,0.824112,0.812628,0.678452,0.820737,3739.63
19183,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,B,H,D,C,C,E,A,C,T,F,A,A,B,K,G,F,H,G,BI,CS,A,S,L,E,O,LM,0.848648,0.620805,0.336963,0.705434,0.281143,0.783612,0.420392,0.96024,0.86299,0.8351,0.832976,0.832658,0.810511,0.678238,1484.88
19188,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,J,A,A,A,H,F,G,I,F,BI,DL,A,AN,AK,C,N,HX,0.655966,0.488789,0.419161,0.259793,0.281143,0.69097,0.435735,0.2732,0.64103,0.78017,0.622276,0.609277,0.701266,0.266875,509.33
19193,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,A,B,A,H,E,F,K,K,BI,EB,A,AC,AW,A,P,HX,0.490265,0.299102,0.280933,0.364302,0.61906,0.767443,0.662172,0.33372,0.45183,0.61984,0.511698,0.500382,0.758902,0.660048,966.9
19196,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,G,Q,A,A,F,G,G,E,A,BI,BT,A,E,A,A,J,HB,0.516355,0.299102,0.54977,0.208655,0.372405,0.425066,0.559342,0.3026,0.39447,0.39068,0.550529,0.538473,0.271571,0.80685,4412.31
19200,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,N,C,A,C,F,G,G,G,D,BI,EG,A,AF,H,A,J,GS,0.324129,0.620805,0.692825,0.284048,0.281143,0.394921,0.691266,0.4293,0.43111,0.43919,0.569745,0.55738,0.282249,0.215723,3162.75
19209,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,B,C,B,D,B,D,A,A,A,A,C,D,C,E,A,C,T,I,A,A,C,J,F,E,J,G,BI,CO,A,AX,Y,A,Q,KD,0.848648,0.785784,0.592681,0.761209,0.422268,0.937538,0.59925,0.90267,0.85692,0.80218,0.909611,0.901612,0.888944,0.324928,684.69
19211,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,B,H,C,B,C,E,C,A,D,F,C,A,B,F,G,H,E,A,BI,BP,A,J,BM,A,J,GS,0.50911,0.245921,0.61366,0.383428,0.68211,0.32337,0.37134,0.62358,0.35897,0.41743,0.430255,0.519456,0.26115,0.392786,793.28
19212,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,G,H,D,D,C,E,A,C,T,L,F,A,A,I,F,F,H,G,BI,BS,A,AS,BM,A,P,KW,0.899689,0.827585,0.484196,0.642745,0.858841,0.860517,0.615957,0.78888,0.94438,0.8351,0.82184,0.810292,0.844662,0.728668,1639.72
19216,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,A,D,T,F,A,A,C,G,F,F,I,K,BI,CS,A,AS,L,A,N,HQ,0.694098,0.737068,0.745801,0.782772,0.372405,0.767863,0.590663,0.92996,0.64103,0.78396,0.74582,0.753252,0.712318,0.715761,2784.08
19220,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,I,A,A,A,E,E,H,G,B,BI,BT,A,AH,Q,C,K,DJ,0.500412,0.737068,0.592681,0.738221,0.372405,0.413327,0.371801,0.60087,0.43524,0.45567,0.348867,0.345316,0.36974,0.245959,306.62
19221,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,C,B,C,E,A,C,T,J,A,A,B,H,E,H,I,G,BI,EB,A,AP,Y,A,O,IG,0.716981,0.199504,0.174588,0.604408,0.473767,0.567849,0.338146,0.26847,0.66013,0.81591,0.453334,0.481306,0.786955,0.357704,1956.32
19226,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,D,A,A,B,H,C,B,C,E,E,C,T,F,A,A,A,H,F,H,H,G,BI,A,A,AE,BM,F,O,IE,0.730887,0.422197,0.356819,0.309621,0.594196,0.549001,0.436342,0.57771,0.79047,0.60932,0.625936,0.612906,0.717751,0.190507,1676.73
19233,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,B,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,C,E,E,H,F,B,BI,EG,A,AF,AE,A,K,DJ,0.54667,0.620805,0.634224,0.373816,0.867056,0.364464,0.39101,0.26847,0.46226,0.50556,0.366788,0.359249,0.345247,0.215071,3561.72
19234,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,E,E,H,G,B,BI,CL,E,AN,BJ,A,L,DP,0.351358,0.681761,0.506105,0.267727,0.931165,0.367193,0.331113,0.44697,0.32128,0.28677,0.341813,0.335036,0.345247,0.274907,561.23
19236,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,C,A,B,E,E,H,G,B,BI,CL,A,E,BN,A,K,FC,0.338258,0.737068,0.506105,0.442784,0.951977,0.364464,0.337594,0.49462,0.29269,0.36458,0.341813,0.335036,0.324464,0.799416,1563.48
19239,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,A,A,A,E,E,H,F,B,BI,DK,C,AK,AF,A,K,DJ,0.471447,0.681761,0.61366,0.189137,0.482436,0.381515,0.347485,0.24564,0.40455,0.47225,0.359572,0.352251,0.342239,0.469518,1602.93
19245,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,C,C,D,A,C,T,F,A,A,G,K,F,F,G,G,BI,CS,A,AS,L,A,O,LN,0.906291,0.681761,0.336963,0.761209,0.281143,0.846712,0.572193,0.97973,0.93383,0.8351,0.82184,0.832658,0.810511,0.71108,2603
19247,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,H,A,A,D,E,E,H,K,K,BI,DK,A,J,AF,A,N,GK,0.403067,0.681761,0.527991,0.236924,0.295397,0.507115,0.424365,0.29758,0.38249,0.59869,0.352419,0.387819,0.660756,0.386432,2220.98
19257,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,L,J,A,A,D,G,H,H,B,BI,BS,C,N,BJ,A,L,EH,0.270907,0.422197,0.944251,0.284048,0.281143,0.325949,0.504595,0.48864,0.25753,0.28677,0.558237,0.546052,0.30435,0.603209,3736.54
19259,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,A,A,C,B,B,B,A,A,A,B,H,C,B,D,E,C,A,P,F,A,A,A,G,F,H,F,B,CD,EG,I,R,BC,A,J,HJ,0.434106,0.358319,0.187583,0.815505,0.491114,0.321058,0.32643,0.3128,0.39648,0.38016,0.341813,0.352251,0.26115,0.454968,1744.86
19261,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,A,A,A,A,E,E,I,K,K,BI,CS,C,Y,AE,E,O,DJ,0.338258,0.785784,0.65431,0.373816,0.718531,0.407919,0.407105,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.433944,951.73
19269,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,A,C,T,L,C,A,A,K,F,F,G,G,BI,EG,A,AS,L,A,N,LM,0.907272,0.422197,0.26357,0.705434,0.281143,0.745575,0.464555,0.75964,0.93383,0.7877,0.757468,0.772574,0.751507,0.727204,1503.04
19270,A,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,C,B,A,A,A,A,A,C,B,E,E,G,E,R,L,M,A,A,H,E,G,I,F,BI,T,A,N,N,A,M,HX,0.637419,0.358319,0.280933,0.50382,0.413817,0.605753,0.542493,0.32317,0.64873,0.79139,0.511698,0.500382,0.689974,0.602852,2948.51
19277,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,J,A,A,A,D,E,J,G,B,BI,CS,A,AN,AE,F,K,CK,0.312802,0.737068,0.711159,0.412789,0.302678,0.220686,0.289239,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.258683,2197.36
19279,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,G,F,A,A,F,F,G,E,B,AB,AL,A,AH,AU,A,I,GC,0.62663,0.199504,0.484196,0.815505,0.325117,0.404798,0.358985,0.49462,0.427,0.52221,0.453334,0.443374,0.271571,0.235937,2253.71
19283,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,C,B,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,C,A,D,N,A,A,E,F,H,H,F,A,BI,CS,A,AF,AE,A,J,GS,0.455585,0.555782,0.762059,0.309621,0.61906,0.317735,0.392775,0.25918,0.35897,0.42828,0.622276,0.609277,0.276878,0.314231,2339.38
19287,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,C,B,C,A,A,A,A,A,D,D,C,E,E,A,K,G,A,A,A,E,E,J,J,A,BI,CL,C,K,BN,R,M,FB,0.151031,0.737068,0.336963,0.327354,0.946982,0.276287,0.358531,0.44697,0.24801,0.26029,0.275431,0.270746,0.375975,0.366023,8074.96
19288,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,C,B,C,E,E,A,D,I,A,A,C,D,E,J,G,A,AB,EG,A,AN,K,A,K,DC,0.351358,0.555782,0.440642,0.83324,0.405415,0.241574,0.255339,0.58934,0.32496,0.26029,0.257148,0.253044,0.276878,0.270712,1209.04
19291,A,B,A,B,B,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,H,O,A,B,C,E,L,H,B,K,EB,C,E,AE,A,L,CI,0.281338,0.245921,0.506105,0.354893,0.302678,0.181664,0.31153,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.820814,4297.62
19294,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,D,D,G,C,A,P,F,A,B,A,E,E,G,F,B,BI,EG,A,AM,BM,A,K,EO,0.475784,0.555782,0.711159,0.584712,0.281143,0.480664,0.504841,0.76827,0.44352,0.45017,0.403714,0.395093,0.327393,0.832954,1942.84
